Address,Name,Salary,Category,Education,Experience,Company Name,Description
卢沟桥,丰台高薪招聘临时暑假工,3500-5000元/月,普工/操作工,不限,不限,威之盾（北京）保安服务有限公司,工作内容:在小区或车站巡逻，工作轻松，吃住待遇好；职位要求：身体健康55岁以下工作时间：8-12小时乘坐公交：309路、309路区间、329路、339路、458路、459路、624路、896路、952路到卢沟新桥公交站下车，步行约600米到绿堤公园内“威之盾（北京）保安服务有限公司”即可。
瀛海镇,长白班无夜班不压工资,10000-13000元/月,普工/操作工,不限,不限,饿了么配送合作商,外卖站点直招，单多价高，经济上有困难可预支工资有意向请直接投递简历。1.骑电动车 取餐 送餐 配送范围所在站点三公里以内的外卖餐品，饮品，鲜花，日常用品的配送。  系统派单，无需抢单，APP自动接单 ，入职有老员工带教，有无经验都可以的2.入职要求：年龄18-50周岁 身体健康（办理健康证） 无不良嗜好 没有犯罪记录 会骑电动车 会用导航。3.工作时间：早上10点——中午2点 下午5点——晚上9点（注：这两个时间段需要在岗，其他时间自由安排）月有效出勤27天可调休连休。4. 薪资待遇：提成7-12元/单+补贴+奖励 每天接单量40-70单 接单没有上限 跑的多挣得多！！早餐，夜宵，远距离，重量，大额订单，雨天各种补贴1-4元每单。超过3公里以外有补贴APP活动奖励 综合薪资10000+++5.提供装备，电动车提供宿舍。公寓：1-2人间，可洗澡，有空调。楼房：4-6人间，可洗澡有空调，入职当天可安排住宿电动车：无限换电，续航120公里6.骑手跟有合作的商家吃饭：打折5-7折
亦庄,8小时不熬夜不加班1W,10000-13000元/月,普工/操作工,不限,不限,饿了么配送合作商,外卖站点直招，单多价高，经济上有困难可预支工资有意向请直接投递简历。1.骑电动车 取餐 送餐 配送范围所在站点三公里以内的外卖餐品，饮品，鲜花，日常用品的配送。  系统派单，无需抢单，APP自动接单 ，入职有老员工带教，有无经验都可以的2.入职要求：年龄18-50周岁 身体健康（办理健康证） 无不良嗜好 没有犯罪记录 会骑电动车 会用导航。3.工作时间：早上10点——中午2点 下午5点——晚上9点（注：这两个时间段需要在岗，其他时间自由安排）月有效出勤27天可调休连休。4. 薪资待遇：提成7-12元/单+补贴+奖励 每天接单量40-70单 接单没有上限 跑的多挣得多！！早餐，夜宵，远距离，重量，大额订单，雨天各种补贴1-4元每单。超过3公里以外有补贴APP活动奖励 综合薪资10000+++5.提供装备，电动车提供宿舍。公寓：1-2人间，可洗澡，有空调。楼房：4-6人间，可洗澡有空调，入职当天可安排住宿电动车：无限换电，续航120公里6.骑手跟有合作的商家吃饭：打折5-7折
大兴,采育模塑招聘普工月入7k,6000-7000元/月,普工/操作工,不限,不限,北京北汽模塑科技有限公司,面试岗位：喷涂.注塑.长期工：年龄18-35周岁，无纹身薪资待遇：基本工资+绩效工资+技能工资（2320元）+加班费（20元/小时）+夜班补助（8元/班）（试用期管吃住）转正之后薪资会向上浮动，综合工资5500-7000以上工作地址：采育有犯罪纪律的公司不考虑公司着急男女不限。
亦庄,坐岗电子厂上六休一,5000-6000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,"工作内容：普工，电脑屏及液晶显示屏的组装。岗位要求：18-35周岁，无明显纹身烟花；工作环境为无尘车间，车间恒温。薪资福利：1、底薪+加班费，工作日1.5倍,法定假日3倍，综合薪资5000-6000，15号发工资！吃住免费，宿舍到厂区步行5分钟，6人间，配有空调、暖气等设施生活条件：公司拥有完善的职工生活区。其他福利：生日贺金、结婚贺金、丧葬慰问金、节日贺金或礼品等；地址：北京大兴亦庄"
亦庄,亦庄普工六日双薪年终奖,5000-6000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器，工资待遇：1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
大兴,大兴6k汽配厂包吃住,5500-7000元/月,普工/操作工,不限,不限,北京北汽模塑科技有限公司,"面试岗位：喷涂.注塑.装配.物流.长期工：年龄18-35周，男女不限,管吃住。薪资待遇：基本工资+绩效工资+技能工资+加班费+夜班补助，综合工资5500-7000以上工作地址：采育"
亦庄,电子厂年终奖5k免食宿,6000-7000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器，工资待遇：1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,亦庄招聘夫妻工年终奖6k,6000-7000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器工资待遇1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,电子厂年终奖5k免食宿,6000-7000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,长白班工作内容：生产液晶显示器工资待遇1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,亦庄招聘普工男女不限,5000-6000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,国企坐岗电子厂面试合格 行体检 体检费95元 满月报销工作内容：手机显示屏质检工作时间：8-8 吃饭休息一个半小时 正常工时十个半小时左右 上六休二 两班倒薪资待遇：底薪2500-2700（大专补贴300）+加班费（超出8小时1.5倍、周六日全天1.5倍、节假日3倍）+绩效（50-500）+奖金（50-500）综合薪资5000左右住宿：无押金，水免费，电有一定额度吃饭：一日三餐都提供离职：提前七天提，正常办理离职手续工作要求： 男女不限18-35周岁 三针疫苗，无纹身，无犯罪记录 可以接受无尘服地址：大兴区亦庄西环中路8号
亦庄,亦庄长白班电子厂包吃住,5000-5500元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,长白班工作内容：生产液晶显示器工资待遇1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,亦庄招聘夫妻工年终奖6k,6000-7000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器工资待遇1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,长白班坐岗包吃住,6000-7000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,长白班工作内容：生产液晶显示器工资待遇1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,电子厂年终奖5k免食宿,6000-7000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器工资待遇1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,亦庄招聘夫妻工年终奖6k,6000-7000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器，工资待遇：1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-35，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
